StockCode,Description,Revenue,Units_Sold,Avg_Unit_Price
23131,MISELTOE HEART WREATH CREAM,996.0,240,4.15
23131,MISELTOE HEART WREATH WHITE,304.5,78,4.050000000000001
23131,MISTLETOE HEART WREATH CREAM,2535.48,624,4.21018018018018
23132,SMALL IVORY HEART WALL ORGANISER,5138.6,1020,6.2221710526315785
23133,LARGE IVORY HEART WALL ORGANISER,5525.4,782,9.162451612903226
23134,LARGE ZINC HEART WALL ORGANISER,6431.110000000001,1065,7.9068421052631574
23135,SMALL ZINC HEART WALL ORGANISER,5416.18,1541,5.675777777777777
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,4.034081632653061
23137,ZINC WIRE SWEETHEART LETTER TRAY,275.62,83,3.9765217391304346
23138,SINGLE WIRE HOOK IVORY HEART,1231.51,879,1.5985714285714285
23139,SINGLE WIRE HOOK PINK HEART,528.6999999999999,414,1.6128571428571428
23140,TRIPLE WIRE HOOK IVORY HEART,766.1,182,4.535769230769231
23141,TRIPLE WIRE HOOK PINK HEART,272.91,79,4.2404
23142,IVORY WIRE KITCHEN ORGANISER,1220.8200000000002,121,11.11675
23143,ZINC WIRE KITCHEN ORGANISER,239.97,30,9.929375
23144,ZINC T-LIGHT HOLDER STARS SMALL,4197.83,5089,0.9436727272727272
23145,ZINC T-LIGHT HOLDER STAR LARGE,1956.68,2060,1.0807142857142857
23145,ZINC T-LIGHT HOLDER STARS LARGE,22.8,24,0.95
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2645.2599999999998,798,3.5144155844155844
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2752.2,1868,1.5256226415094338
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1775.5100000000002,2091,0.9144
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,0.85
23149,ANTIQUE IVORY WIRE BOWL SMALL,251.45,99,2.7252380952380952
23150,IVORY SWEETHEART SOAP DISH,390.75,148,2.9436734693877553
23151,ZINC SWEETHEART SOAP DISH,114.33000000000001,61,2.2395238095238095
23152,IVORY SWEETHEART WIRE LETTER RACK,2080.65,554,3.9519374999999997
23153,ZINC SWEETHEART WIRE LETTER RACK,1020.69,263,4.236666666666666
23154,SET OF 4 JAM JAR MAGNETS,5842.88,2701,2.2075000000000005
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1904.7700000000002,2221,1.472074074074074
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,1665,2.261497584541063
23157,SET OF 6 NATIVITY MAGNETS,5143.06,2557,2.361597633136095
23158,SET OF 5 LUCKY CAT MAGNETS,5513.83,2633,2.674823529411765
23159,SET OF 5 PANCAKE DAY MAGNETS,4713.52,2293,2.3199107142857143
23160,REGENCY TEA SPOON,1794.48,1450,1.4881578947368421
23161,REGENCY CAKE FORK,2145.3,1715,1.593061224489796
23162,REGENCY TEA STRAINER,5143.6900000000005,1412,4.422272727272728
23163,REGENCY SUGAR TONGS,4515.22,1832,3.329234449760766
23164,REGENCY CAKE SLICE,2718.65,578,5.579673913043479
23165,LARGE CERAMIC TOP STORAGE JAR,5141.0599999999995,3114,1.9777738515901062
23166,MEDIUM CERAMIC TOP STORAGE JAR,81700.92000000001,78033,1.46848
23167,SMALL CERAMIC TOP STORAGE JAR,4476.01,5847,1.0025210084033613
23168,CLASSIC CAFE SUGAR DISPENSER,4311.35,3075,1.7985757575757575
23168,CLASSIC SUGAR DISPENSER,247.32,216,1.1975
23169,CLASSIC GLASS COOKIE JAR,6183.389999999999,1437,4.753455149501661
23169,CLASSIC GLASS SWEET JAR,479.45,119,4.092857142857143
23170,REGENCY TEA PLATE ROSES,11097.249999999998,6857,2.075707865168539
23171,REGENCY TEA PLATE GREEN,10051.99,6247,2.128433420365535
23172,REGENCY TEA PLATE PINK,6344.409999999999,3861,2.06783606557377
23173,REGENCY TEAPOT ROSES,24879.13,2766,11.119714964370546
23174,REGENCY SUGAR BOWL GREEN,12342.43,3055,4.795123456790124
23175,REGENCY MILK JUG PINK,9587.15,3160,3.8787915407854987
23176,ABC TREASURE BOOK BOX,4693.08,2165,2.663215859030837
23177,TREASURE ISLAND BOOK BOX,5521.29,2532,2.702074074074074
23178,JAM CLOCK MAGNET,936.89,327,3.360294117647059
23179,CLOCK MAGNET MUM'S KITCHEN,930.48,324,3.5243396226415094
23180,MUM'S KITCHEN CLOCK,621.09,122,5.939387755102041
23181,BULL DOG BOTTLE TOP WALL CLOCK,1733.57,201,9.421463414634145
23182,TOILET SIGN OCCUPIED OR VACANT,3688.21,3741,1.5304347826086955
23183,MOTHER'S KITCHEN SPOON REST,967.17,226,4.879411764705883
23184,BULL DOG BOTTLE OPENER,4764.5,874,6.4533082706766915
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,0.3516129032258064
23186,FRENCH STYLE STORAGE JAR CAFE,819.4599999999999,1982,0.3409859154929577
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,0.3154666666666667
23188,VINTAGE  2 METER FOLDING RULER,3073.72,1844,1.8808196721311474
23188,VINTAGE  2 METRE FOLDING RULER,3374.0499999999997,1627,1.9993506493506492
23189,SET OF 12 FORK CANDLES,3507.5099999999998,1249,3.3956338028169015
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2761.8999999999996,1702,1.7966009852216749
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,1.65
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3529.8899999999994,2141,1.8762411347517731
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6114.24,3516,1.7743304843304841
23193,BUFFALO BILL TREASURE BOOK BOX,4079.28,1922,2.730571428571429
23194,GYMKHANA TREASURE BOOK BOX,3815.5299999999997,1715,2.7494581280788175
23194,GYMKHANNA TREASURE BOOK BOX,261.84000000000003,120,2.189285714285714
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24,1.45
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,1.45
23196,RETRO LEAVES MAGNETIC NOTEPAD,154.08999999999997,105,1.5376190476190477
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2601.15,1707,1.822230215827338
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2253.7,1442,1.95914979757085
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,1.3833333333333335
23198,PANTRY MAGNETIC  SHOPPING LIST,5062.599999999999,3342,1.7995876288659793
23199,JUMBO BAG APPLES,30450.690000000002,14908,2.5699290060851925
23200,JUMBO BAG PEARS,14188.960000000001,7067,2.4302508361204014
23201,JUMBO BAG ALPHABET,27850.83,13366,2.3900109769484086
23202,JUMBO BAG VINTAGE LEAF,21810.43,10941,2.2962302483069976
23203,JUMBO BAG DOILEY PATTERNS,17268.69,8893,2.2405222437137335
23203,JUMBO BAG VINTAGE DOILEY,272.57,144,2.3314285714285714
23203,JUMBO BAG VINTAGE DOILY,24489.08,11448,2.300598885793872
23204,CHARLOTTE BAG APPLES DESIGN,7741.94,7976,1.1219453924914675
23205,CHARLOTTE BAG ALPHABET  DESIGN,320.5,400,0.838181818181818
23205,CHARLOTTE BAG VINTAGE ALPHABET,5405.88,5457,1.164375
23206,LUNCH BAG APPLE DESIGN,20852.579999999998,12147,2.0589553656220323
23207,LUNCH BAG ALPHABET DESIGN,13325.55,7830,1.9909656084656082
23208,LUNCH BAG VINTAGE LEAF DESIGN,10441.91,6308,1.9362038404726736
23209,LUNCH BAG DOILEY PATTERN,10502.19,6551,1.7325754527162975
23209,LUNCH BAG VINTAGE DOILEY,119.63,71,2.146
23209,LUNCH BAG VINTAGE DOILY,10797.0,6548,1.8969934640522876
23210,WHITE ROCKING HORSE HAND PAINTED,3551.53,2849,1.4668316831683168
23211,RED ROCKING HORSE HAND PAINTED,2930.57,2329,1.5651851851851852
23212,HEART WREATH DECORATION WITH BELL,2845.89,2284,1.4963157894736843
23212,PAINTED HEART WREATH WITH BELL,15.0,12,1.25
23213,STAR WREATH DECORATION WITH BELL,2138.42,1682,1.4865806451612902
23214,BELL HEART ANTIQUE GOLD,24.96,12,2.08
23214,JINGLE BELL HEART ANTIQUE GOLD,1670.0800000000002,777,2.395631067961165
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.400000000001,3564,2.2615962441314554
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,1.446888888888889
23217,LAUREL HEART ANTIQUE SILVER,1613.82,1309,1.5415151515151517
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,1.57225
23219,LAUREL STAR ANTIQUE SILVER,568.6,430,1.52765625
23220,REINDEER HEART DECORATION GOLD,869.1500000000001,993,1.0827884615384615
23221,REINDEER HEART DECORATION SILVER,1363.04,1536,1.0762416107382549
23222,CHRISTMAS TREE HANGING GOLD,718.53,799,1.0467532467532468
23223,CHRISTMAS TREE HANGING SILVER,750.19,801,1.089438202247191
23224,CHERUB HEART DECORATION GOLD,649.02,738,1.0394366197183098
23225,CHERUB HEART DECORATION SILVER,1176.17,1355,1.0939772727272727
23226,FILIGREE HEART DAISY WHITE,1596.67,1247,1.5736363636363635
23227,FILIGREE HEART BUTTERFLY WHITE,2070.06,1642,1.5737606837606837
23228,FILIGREE HEART BIRD WHITE,1960.0,1492,1.7907142857142857
23229,DONKEY TAIL GAME,189.54000000000002,54,3.66
23229,VINTAGE DONKEY TAIL GAME,6550.17,1815,4.252261904761904
23230,WRAP ALPHABET DESIGN,3217.92,7976,0.41736170212765955
23231,WRAP  VINTAGE DOILEY,42.0,100,0.42
23231,WRAP  VINTAGE DOILY,1039.08,2474,0.42
23231,WRAP DOILEY DESIGN,1927.26,4703,0.41853658536585364
23232,WRAP VINTAGE LEAF DESIGN,2109.42,5251,0.4173333333333333
23232,WRAP VINTAGE PETALS  DESIGN,1327.5,3275,0.4176923076923077
23233,WRAP POPPIES  DESIGN,2105.5,5175,0.41861635220125787
23234,BISCUIT TIN VINTAGE CHRISTMAS,5079.78,1722,3.3792086330935254
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,2.7566666666666664
23235,STORAGE TIN VINTAGE LEAF,1886.1,712,2.9892156862745103
23236,DOILEY BISCUIT TIN,327.59999999999997,120,2.8592307692307695
23236,DOILEY STORAGE TIN,3004.46,1094,3.103008130081301
23236,STORAGE TIN VINTAGE DOILEY,23.13,7,4.34
23236,STORAGE TIN VINTAGE DOILY,3704.78,1272,3.4103125
23237,SET OF 4 KNICK KNACK TINS LEAF,3020.61,747,4.271626016260163
23237,SET OF 4 KNICK KNACK TINS LEAVES,1253.78,306,4.204444444444444
23238,SET OF 4 KNICK KNACK TINS LONDON,7771.61,1849,4.752158273381295
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,842,4.393646408839779
23240,SET OF 4 KNICK KNACK TINS  DOILEY,24.9,6,4.15
23240,SET OF 4 KNICK KNACK TINS DOILEY,7248.79,1819,4.260486486486487
23240,SET OF 4 KNICK KNACK TINS DOILY,9726.48,2352,4.541388888888889
23241,TREASURE TIN GYMKHANA DESIGN,4669.55,2165,2.4851092896174864
23242,TREASURE TIN BUFFALO BILL,3024.63,1470,2.2825345622119815
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23489.42,4800,5.866072186836518
23244,CANNISTER VINTAGE LEAF DESIGN,23.4,12,1.95
23244,ROUND STORAGE TIN VINTAGE LEAF,1593.58,864,2.1018446601941747
23244,STORAGE TIN VINTAGE LEAF,117.0,60,1.95
23245,SET OF 3 REGENCY CAKE TINS,31118.550000000003,6345,5.883424657534246
23247,BISCUIT TIN 50'S CHRISTMAS,6681.25,2194,3.2880906148867313
23249,ENAMEL DINNER PLATE PANTRY,19.799999999999997,12,1.65
23249,VINTAGE RED ENAMEL TRIM PLATE,1406.3,830,1.891
23250,ENAMEL BOWL PANTRY,30.0,24,1.25
23250,VINTAGE RED TRIM ENAMEL BOWL,1501.03,1155,1.4721296296296298
23251,ENAMEL MUG PANTRY,15.0,12,1.25
23251,VINTAGE RED ENAMEL TRIM MUG,2090.75,1700,1.4140336134453781
23252,ENAMEL JUG PANTRY,30.0,8,3.75
23252,VINTAGE RED ENAMEL TRIM JUG,2231.61,595,4.0433088235294115
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,15.95
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3785.06,254,17.16623188405797
23254,CHILDRENS CUTLERY DOLLY GIRL,6753.71,1667,4.270341296928327
23254,KIDS CUTLERY DOLLY GIRL,149.4,36,4.15
23255,CHILDRENS CUTLERY CIRCUS PARADE,4097.22,1014,4.346962025316456
23256,CHILDRENS CUTLERY SPACEBOY,8517.67,2077,4.469945054945056
23256,KIDS CUTLERY SPACEBOY,149.4,36,4.15
23263,SET OF 3 WOODEN HEART DECORATIONS,5147.19,3863,1.4479957805907173
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2690.81,1963,1.496592356687898
23265,SET OF 3 WOODEN TREE DECORATIONS,2404.79,1769,1.4839016393442621
23266,SET OF 3 WOODEN STOCKING DECORATION,2743.82,2053,1.454005934718101
23267,SET OF 4 SANTA PLACE SETTINGS,1531.95,1202,1.4116216216216215
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.1399999999999,1447,1.6910112359550562
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1152.98,779,1.7109473684210526
23270,SET OF 2 CERAMIC PAINTED HEARTS,1646.32,1174,1.501171875
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,13.28,16,0.83
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1483.61,1715,1.055904761904762
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,562.2199999999999,364,1.916818181818182
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1649.0499999999997,969,1.8786725663716815
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2004.9999999999998,1180,2.0156666666666667
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4521.72,3720,1.4738323353293412
23280,FOLDING BUTTERFLY MIRROR HOT PINK,1495.24,1867,1.0685620915032679
23280,FOLDING MIRROR HOT PINK,118.92000000000002,156,0.808
23281,FOLDING BUTTERFLY MIRROR RED,985.8800000000001,1262,0.9833333333333333
23281,FOLDING MIRROR RED,14.940000000000001,18,0.83
23282,FOLDING BUTTERFLY MIRROR IVORY,742.9200000000001,794,1.2622222222222224
23282,FOLDING MIRROR IVORY,14.940000000000001,18,0.83
23283,DOORMAT VINTAGE LEAF,4122.2,564,9.177535211267607
23283,DOORMAT VINTAGE LEAVES DESIGN,2881.18,430,7.847912087912087
23284,DOORMAT KEEP CALM AND COME IN,38133.64,5487,8.776284153005465
23285,PINK VINTAGE SPOT BEAKER,4572.41,4807,1.06703125
23286,BLUE VINTAGE SPOT BEAKER,4747.62,5048,1.03009009009009
23287,RED VINTAGE SPOT BEAKER,1603.3899999999999,1879,1.03395
23288,GREEN VINTAGE SPOT BEAKER,4444.2300000000005,4625,1.0418817204301074
23289,DOLLY GIRL CHILDRENS BOWL,2013.7,1622,1.5367708333333334
23290,SPACEBOY CHILDRENS BOWL,2890.3500000000004,2430,1.4357009345794394
23291,DOLLY GIRL CHILDRENS CUP,2059.03,1634,1.5237244897959183
23292,SPACE BOY CHILDRENS CUP,145.76,131,1.4183333333333332
23292,SPACEBOY CHILDRENS CUP,2557.57,2050,1.5344239631336405
23293,SET OF 12 FAIRY CAKE BAKING CASES,6989.54,8471,1.0651805054151624
23294,SET OF 6 SNACK LOAF BAKING CASES,3607.81,4392,1.089776536312849
23295,SET OF 12 MINI LOAF BAKING CASES,5073.45,6134,1.1117555555555554
23296,SET OF 6 TEA TIME BAKING CASES,5985.55,4979,1.524240837696335
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303,1.8389570552147239
23298,"BUNTING , SPOTTY",634.7,146,4.721428571428572
23298,SPOTTY BUNTING,42513.48,8320,5.52396013864818
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3,3.75
23299,FOOD COVER WITH BEADS SET 2,3761.63,1009,4.374758620689655
23300,GARDENERS KNEELING PAD CUP OF TEA,11785.99,6809,1.9087597911227152
23301,GARDENERS KNEELING PAD KEEP CALM,16327.349999999999,8807,1.9439673913043478
23302,KNEELING MAT HOUSEWORK  DESIGN,2181.42,1536,1.8876394849785407
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,1.95
23304,SET 4 PICNIC CUTLERY CHERRY,138.45,71,1.9500000000000002
23305,SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,1.9500000000000002
23306,SET OF 36 DOILIES PANTRY DESIGN,3983.6,2741,1.7355510204081632
23306,SET OF 36 PANTRY PAPER DOILIES,139.78,67,2.3147058823529414
23307,SET OF 60 PANTRY DESIGN CAKE CASES,6371.889999999999,12049,0.6839469578783152
23308,SET OF 60 VINTAGE LEAF CAKE CASES,3272.6099999999997,6139,0.6942159383033419
23309,SET OF 60 I LOVE LONDON CAKE CASES,4495.849999999999,8275,0.7424170616113744
23310,BUBBLEGUM RING ASSORTED,4997.28,12050,0.47804878048780486
23311,VINTAGE CHRISTMAS STOCKING,6488.2,2390,2.9656772334293944
23312,VINTAGE CHRISTMAS GIFT SACK,5964.150000000001,1423,4.452293577981651
23313,VINTAGE CHRISTMAS BUNTING,15798.66,2990,5.548627450980392
23314,VINTAGE CHRISTMAS TABLECLOTH,5012.96,407,13.607881355932204
23315,IVORY REFECTORY CLOCK,2094.24,213,10.776511627906977
23316,RED REFECTORY CLOCK,2501.64,250,11.109454545454545
23317,BLUE REFECTORY CLOCK,1777.46,173,11.226951219512195
23318,BOX OF 6 MINI VINTAGE CRACKERS,9162.41,3809,2.7416492146596863
23319,BOX OF 6 MINI 50'S CRACKERS,9219.53,3720,2.651167883211679
23320,GIANT 50'S CHRISTMAS CRACKER,7053.57,2661,2.805680473372781
23321,SMALL WHITE HEART OF WICKER,8438.539999999999,4716,1.7480124223602485
23322,LARGE WHITE HEART OF WICKER,8878.210000000001,3069,3.1351398601398603
23323,WHITE WICKER STAR,3146.78,1469,2.251291390728477
23324,RUSTIC STRAWBERRY JAM POT LARGE,577.48,279,2.2357894736842105
23324,RUSTIC STRAWBERRY JAMPOT LARGE,238.56,120,2.0416666666666665
23325,RUSTIC STRAWBERRY JAM POT SMALL,681.54,426,1.8299999999999998
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,36,1.6499999999999997
23326,HANGING MINI COLOURED BOTTLES,2237.08,3442,2.638026315789473
23327,HANGING CLEAR MINI BOTTLE,1051.1399999999999,1734,0.7871428571428571
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,13269.49,2841,4.845672371638142
23329,DECORATIVE WICKER HEART LARGE,3038.1899999999996,1767,1.7691199999999998
23330,DECORATIVE WICKER HEART MEDIUM,2286.97,1794,1.3630044843049327
23331,DECORATIVE WICKER HEART SMALL,1062.28,1596,0.781578947368421
23332,IVORY WICKER HEART LARGE,3542.7099999999996,2059,1.7616891891891888
23333,IVORY WICKER HEART MEDIUM,2695.45,2089,1.3329218106995884
23334,IVORY WICKER HEART SMALL,1491.75,2271,0.7883823529411764
23335,EGG FRYING PAN IVORY,790.7800000000001,377,2.3288659793814435
23336,EGG FRYING PAN PINK,519.25,225,2.604418604651163
23337,EGG FRYING PAN MINT,388.75,180,2.287971014492754
23338,EGG FRYING PAN RED,915.4000000000001,431,2.3390825688073393
23339,EGG FRYING PAN BLUE,400.84000000000003,173,2.511578947368421
23340,VINTAGE CHRISTMAS CAKE FRILL,4034.08,2500,1.9589473684210525
23341,PINK DINER WALL CLOCK,2741.35,307,9.943057851239669
23342,MINT DINER CLOCK,17.0,2,8.5
23342,MINT DINER WALL CLOCK,3159.41,371,8.835555555555555
23343,JUMBO BAG VINTAGE CHRISTMAS,13972.710000000001,6078,2.417366255144033
23344,JUMBO BAG 50'S CHRISTMAS,23772.07,10285,2.4177423822714683
23345,DOLLY GIRL BEAKER,2886.25,2451,1.5064204545454545
23346,SPACEBOY BEAKER,3112.34,2628,1.5186559139784948
23347,I LOVE LONDON BEAKER,1077.3,860,1.5569387755102042
23348,CHILDRENS TOY COOKING UTENSIL SET,1633.81,746,2.5796470588235296
23349,ROLL WRAP VINTAGE CHRISTMAS,4342.6,3221,1.5426530612244898
23350,ROLL WRAP VINTAGE SPOT,3445.08,2712,1.4612861736334404
23351,ROLL WRAP 50'S CHRISTMAS,4875.65,3535,1.5103072625698326
23352,ROLL WRAP 50'S RED CHRISTMAS,2459.2,1800,1.511643192488263
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3510.05,4007,0.9988519637462235
23354,6 GIFT TAGS 50'S CHRISTMAS,3429.4,3740,0.9722121212121212
23355,HOT WATER BOTTLE KEEP CALM,28718.8,5816,5.271557788944723
23356,LOVE HOT WATER BOTTLE,13334.32,2359,6.205617283950618
23357,HOT WATER BOTTLE SEX BOMB,1982.05,450,5.005242718446602
23358,HOT STUFF HOT WATER BOTTLE,2008.38,594,4.198539325842697
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,1.95
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,1747.51,929,1.9891780821917808
23360,SET 8 CANDLES VINTAGE DOILEY,216.29999999999998,122,1.907142857142857
23360,SET 8 CANDLES VINTAGE DOILY,2070.1,1060,2.0720183486238533
23365,SET 12 COLOUR PENCILS LOVE LONDON,1463.08,1857,0.7943930635838151
23366,SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48,0.65
23366,SET 12 COLOURING PENCILS DOILEY,0.65,1,0.65
23366,SET 12 COLOURING PENCILS DOILY,1636.1,2200,0.8190721649484536
23367,SET 12 COLOUR PENCILS SPACEBOY,2491.2,3278,0.7566666666666667
23368,SET 12 COLOUR PENCILS DOLLY GIRL,1679.55,2379,0.784322033898305
23369,SET 36 COLOUR PENCILS LOVE LONDON,1581.06,1105,1.4970542635658914
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,1.25
23370,SET 36 COLOURING PENCILS DOILEY,1.25,1,1.25
23370,SET 36 COLOURING PENCILS DOILY,2070.35,1485,1.5463758389261746
23371,SET 36 COLOUR PENCILS SPACEBOY,2304.78,1705,1.5179032258064515
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1750.29,1389,1.6135761589403974
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1313.3899999999999,1608,0.9070999999999999
23374,RED SPOT PAPER GIFT BAG,1962.83,2456,0.867175572519084
23375,50'S CHRISTMAS PAPER GIFT BAG,1100.6899999999998,1342,0.9369902912621358
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1384.9099999999999,3039,0.5079245283018868
23377,PACK OF 12 DOLLY GIRL TISSUES,592.4499999999999,1351,0.5607462686567164
23378,PACK OF 12 50'S CHRISTMAS TISSUES,1840.08,3997,0.46322404371584697
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220,0.5376623376623376
23380,PACK OF 12 DOILEY TISSUES,28.08,72,0.39
23380,PACK OF 12 VINTAGE DOILY TISSUES,955.42,2272,0.48677685950413224
23381,PACK OF 12 VINTAGE LEAF TISSUES,562.88,1496,0.4760493827160494
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,7356.18,1875,4.660950226244344
23388,WOODLAND MINI BACKPACK,3411.34,816,4.640657894736842
23388,WOODLAND MINI RUCKSACK,20.75,5,4.15
23389,SPACEBOY MINI BACKPACK,4697.54,1102,4.537829787234043
23389,SPACEBOY MINI RUCKSACK,53.95,13,4.15
23390,DOLLY GIRL MINI BACKPACK,2992.3900000000003,739,4.392682926829269
23390,DOLLY GIRL MINI RUCKSACK,33.2,8,4.15
23391,I LOVE LONDON MINI BACKPACK,1624.02,388,4.616666666666667
23391,I LOVE LONDON MINI RUCKSACK,4.15,1,4.15
23392,SPACEBOY ROCKET LOLLY MAKERS,1475.03,662,2.7042982456140354
23393,HOME SWEET HOME CUSHION COVER,3207.91,801,4.481428571428571
23394,POSTE FRANCE CUSHION COVER,1877.65,435,4.954210526315789
23395,BELLE JARDINIERE CUSHION COVER,3257.08,748,4.915592417061611
23396,BUTTERFLY CUSHION COVER,30.0,8,3.75
23396,LA JARDIN BOTANIQUE CUSHION COVER,375.53,87,5.007142857142857
23396,LE JARDIN BOTANIQUE CUSHION COVER,2345.0,559,4.7814035087719295
23397,FOOT STOOL HOME SWEET HOME,5097.65,489,11.573870967741934
23398,HANGING HEART BONHEUR,535.35,606,1.0450666666666666
23399,HOME SWEET HOME HANGING HEART,1745.55,1914,1.1070085470085471
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2409.34,461,6.854074074074074
23401,RUSTIC MIRROR WITH LACE HEART,2354.87,459,7.090361445783133
23402,HOME SWEEET HOME 3 PEG HANGER,93.75,25,3.75
23402,HOME SWEET HOME 3 PEG HANGER,1053.53,271,4.49640625
23403,LETTER HOLDER HOME SWEET HOME,2204.11,625,4.374
23404,HOME SWEET HOME BLACKBOARD,4561.76,1011,6.0208875739644965
23405,HOME SWEET HOME 2 DRAWER CABINET,1311.48,252,5.985492957746479
23406,HOME SWEET HOME KEY HOLDER,2422.6600000000003,456,7.10990990990991
23407,SET OF 2 TRAYS HOME SWEET HOME,2709.43,265,10.68142857142857
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,2.08
23409,PHOTO FRAME LINEN AND LACE LARGE,801.68,215,3.8148837209302324
23410,CURIO CABINET LINEN AND LACE,290.1,36,8.027777777777779
23411,TRELLIS COAT RACK,1118.6100000000001,227,5.844035087719298
23412,HEART MIRROR ANTIQUE WHITE,2354.8,358,7.724415584415584
23413,DECORATIVE VINTAGE COFFEE  BOX,277.0,52,6.240909090909091
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,71.08,12,6.896666666666666
23413,VINTAGE COFFEE GRINDER BOX,561.23,109,6.259333333333333
23414,ZINC BOX SIGN HOME,1378.75,141,10.073749999999999
23415,HOME SWEET HOME HOOK,412.17999999999995,328,1.4517021276595745
23416,CHAMBRE HOOK,184.67999999999998,132,1.7564
23417,BATHROOM HOOK,157.5,146,1.5964285714285713
23418,LAVENDER TOILETTE BOTTLE,1166.0,557,2.562025316455696
23419,HOME SWEET HOME BOTTLE,1043.72,473,2.6725581395348836
23420,PANTRY HOOK TEA STRAINER,351.37,164,2.33625
23421,PANTRY HOOK SPATULA,349.2,160,2.5148484848484847
23422,PANTRY HOOK BALLOON WHISK,477.89,213,2.777872340425532
23423,PANTRY 3 HOOK ROLLING PIN HANGER,876.9,219,4.536969696969697
23424,GINGHAM RECIPE BOOK BOX,2509.62,462,6.186740740740741
23425,STORAGE TIN HOME SWEET HOME,621.44,275,3.0989285714285715
23426,METAL SIGN DROP YOUR PANTS,3444.43,1275,3.3344711538461542
23427,STOOL HOME SWEET HOME,2860.58,237,12.967478260869566
23428,IVORY RETRO KITCHEN WALL CLOCK,675.91,77,9.915454545454546
23429,RED RETRO KITCHEN WALL CLOCK,400.01,47,8.887391304347826
23430,BLUE RETRO KITCHEN WALL CLOCK,301.88,36,8.621111111111112
23431,NATURAL HANGING QUILTED HEARTS,1171.23,1449,1.363918918918919
23432,PRETTY HANGING QUILTED HEARTS,1088.3600000000001,1276,1.3654054054054052
23433,HANGING QUILTED PATCHWORK APPLES,1108.5800000000002,1258,1.5002247191011233
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,1884.17,2095,0.8802
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,732.4200000000001,824,0.8976767676767677
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,185.0,148,1.25
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,2182.39,1831,1.460952380952381
23437,50'S CHRISTMAS GIFT BAG LARGE,2343.63,1915,1.4265891472868217
